id,duration_raw,gender,age,city,area,occupation,education,soundproof_wall,home_office,noise_impact,insulation,noise_traffic,noise_life,noise_construction,noise_business,noise_public,noise_animal,distance_source,time_period,eff_sleep_onset,eff_sleep_interrupt,eff_attention,eff_relationship,eff_mental,eff_physical,eff_hearing,eff_emotion,satisfaction,governance_satisfaction,coping_endure,coping_negotiate,coping_community,coping_protect,coping_official,coping_legal,coping_other,awareness_channel,awareness_policy,awareness_necessity,resp_gov,resp_property,resp_business,resp_resident,resp_other,meas_enforce,meas_law,meas_facility,meas_time,meas_publicity,meas_complaint,meas_planning,meas_other,open_text,duration
114,151秒,1,2,2,5,5,5,2,,5,1,1,3,2,1,4,4,1,1,4,1,1,1,1,1,1,1,5,5,1,0,0,1,0,0,0,5,5,1,0,0,1,1,0,1,1,1,1,1,1,0,0,无,151.0
115,105秒,1,2,2,3,5,5,3,,5,1,1,1,1,1,1,1,1,4,5,5,5,3,3,3,5,5,4,5,0,1,1,0,1,0,0,1,1,2,1,1,1,1,0,0,0,1,1,0,0,0,0,无,105.0
116,792秒,1,3,2,3,3,4,2,2.0,2,5,3,5,5,4,5,3,5,3,5,4,5,5,5,3,5,5,1,1,0,0,1,0,1,0,1,5,3,1,1,1,0,1,0,1,1,1,0,1,1,0,0,投诉那些政府部门座着位置不做为，拿着国家的工资，不做正事不处理事，专注怎么踢皮球各部门推脱责任不够明确用心处理老百姓的事情，特别是宁海县综合执法部门与桃源街道政府部门与街道社区办人员，严重怀疑得力的房子隔音效果差，躁音大空调不安建筑设计规定安放乱搭乱放投诉无门，官官相护，严重影响百姓生活质量健康，上诉中央难点太多，到达县政府所在地办理，就会用上有政策下有对策，中央难查真难查难落实。,792.0
117,267秒,1,3,2,3,3,5,1,3.0,2,2,5,1,5,5,1,1,1,1,5,5,5,3,5,3,5,3,4,5,0,0,1,0,0,0,0,3,3,2,1,1,1,1,0,1,1,1,1,1,1,1,0,实打实干，方案落地,267.0
118,130秒,2,2,1,1,4,4,1,1.0,2,2,4,2,5,1,1,2,2,4,4,3,5,3,5,3,1,3,1,1,1,0,0,1,1,0,0,4,4,2,1,1,1,1,0,1,1,1,1,0,1,0,0,无,130.0
119,198秒,1,2,1,1,5,5,1,,4,2,1,2,2,1,1,1,1,3,2,1,5,3,2,2,3,3,4,4,1,1,0,1,0,0,0,2,2,3,1,1,1,1,0,1,1,1,1,1,1,1,0,无,198.0
120,541秒,2,2,1,2,5,5,2,,1,5,4,5,4,3,2,3,5,2,3,4,5,5,4,2,2,3,4,2,1,1,1,0,1,0,0,5,3,2,1,0,1,1,0,1,1,0,1,1,1,0,0,加大管制,541.0
121,217秒,2,5,3,4,4,1,1,3.0,2,4,2,2,5,2,1,5,4,4,2,1,4,2,5,2,4,2,1,3,1,0,1,0,1,0,0,2,4,3,1,0,1,0,0,0,1,0,0,1,0,0,0,可以出台相关政策,217.0
122,131秒,1,3,1,3,1,6,1,2.0,3,1,2,2,3,1,2,2,2,3,2,2,2,1,2,1,2,2,4,4,0,1,1,0,1,0,0,4,3,1,1,0,1,0,0,0,1,0,1,0,0,1,0,无,131.0
123,116秒,2,4,3,5,2,2,3,3.0,1,2,5,2,2,4,2,4,2,2,4,5,5,1,1,2,4,2,1,4,1,1,1,1,1,1,1,1,5,2,1,1,1,1,0,1,0,1,0,0,0,1,0,可以加大惩罚力度,116.0
124,122秒,1,3,1,4,2,2,2,2.0,3,3,4,3,3,1,2,4,4,1,4,4,3,2,4,4,2,4,2,2,1,1,0,0,0,0,0,2,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,无,122.0
125,105秒,1,3,1,1,3,6,1,2.0,2,3,4,2,4,3,3,3,2,3,4,2,4,1,4,1,3,3,4,4,0,0,1,0,1,0,0,4,2,1,1,0,1,0,0,0,1,1,0,0,0,1,0,无,105.0
126,55秒,2,4,3,3,1,3,1,2.0,3,4,4,2,4,2,4,2,4,2,1,4,3,2,4,2,4,1,3,4,1,1,0,1,1,1,0,3,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,可以多举办这个讲座什么,55.0
127,92秒,1,3,1,2,4,4,2,1.0,2,4,4,4,4,4,4,4,3,1,4,4,4,2,4,4,4,4,2,2,1,1,0,0,0,0,0,2,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,无,92.0
128,122秒,2,3,3,3,3,6,1,2.0,2,2,2,4,2,5,2,5,4,4,2,4,2,5,2,5,1,5,2,2,1,1,0,1,0,1,0,2,4,2,1,1,1,1,1,1,0,1,1,1,1,0,0,举办宣传活动啥的,122.0
129,70秒,2,4,1,1,4,4,1,2.0,2,1,4,2,4,1,5,5,4,4,2,2,4,4,2,4,2,4,3,2,1,1,1,1,1,1,0,4,2,3,1,0,0,1,0,0,0,1,0,0,1,0,0,加大惩罚力度，必须严厉打击,70.0
131,146秒,2,1,1,1,5,5,2,,1,4,3,5,4,3,4,1,5,4,3,2,5,5,3,4,3,4,1,1,1,1,0,1,1,0,0,4,2,1,0,1,1,1,0,1,1,1,0,1,0,1,0,室友能不能安静点,146.0
132,252秒,2,5,1,1,7,1,3,,3,4,1,4,1,5,5,5,1,3,2,2,4,5,1,4,2,5,2,4,0,1,0,1,0,1,0,2,4,2,1,0,1,0,0,0,1,0,1,0,0,0,0,政府可以出台政策,252.0
133,71秒,2,5,1,2,6,3,1,2.0,5,1,1,1,2,2,1,1,1,3,1,4,1,4,1,4,2,4,3,3,1,1,0,1,0,1,0,2,3,1,0,0,1,1,0,0,1,0,0,1,0,0,0,开展活动,71.0
135,54秒,2,1,2,4,2,4,1,1.0,1,2,2,5,1,5,5,2,3,3,2,4,2,5,1,4,1,5,1,3,0,1,0,1,0,0,0,1,4,2,0,1,0,1,0,0,1,0,0,1,0,0,0,村委会可以定期调查,54.0
136,183秒,2,2,2,1,5,5,3,,3,3,2,3,4,1,1,2,4,2,3,2,3,4,4,2,3,4,4,4,0,0,1,1,0,0,0,2,4,2,1,1,1,1,0,1,0,1,1,1,1,0,0,无,183.0
137,147秒,2,3,2,2,4,5,2,2.0,2,3,4,4,4,3,4,4,3,3,4,4,3,4,4,4,4,4,3,3,0,0,1,1,0,0,0,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,0,无,147.0
138,151秒,2,2,2,1,5,5,1,,3,2,2,1,5,4,4,3,3,1,3,2,4,2,3,2,2,2,4,4,1,0,0,1,0,0,0,5,5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,没有,151.0
139,131秒,2,2,2,1,5,5,3,,3,3,3,4,4,2,2,4,3,4,5,5,5,5,5,4,4,5,3,4,0,0,0,1,0,0,0,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,0,管管宠物,131.0
140,117秒,2,2,2,1,5,5,1,,4,2,2,2,2,1,1,1,3,2,3,2,2,3,3,1,2,3,5,4,0,0,1,1,1,1,0,4,3,2,1,1,1,1,0,1,1,1,1,1,1,1,0,无,117.0
141,82秒,1,1,1,2,5,5,1,,3,2,4,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,0,1,0,0,1,0,0,3,3,1,0,1,0,0,0,0,1,1,0,1,0,0,0,无,82.0
142,86秒,1,3,1,3,6,5,2,2.0,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,0,0,1,0,1,0,0,2,2,1,1,0,0,1,0,0,0,1,1,1,0,0,0,无,86.0
143,97秒,1,3,1,2,7,3,2,,2,4,4,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,2,2,1,1,1,0,0,0,0,3,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,无,97.0
144,71秒,1,3,1,1,8,4,1,,2,3,4,3,4,3,3,2,3,1,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,0,3,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,无,71.0
145,139秒,1,3,1,4,3,3,2,1.0,4,3,4,4,4,4,4,4,2,2,4,4,3,4,4,2,3,4,3,3,1,1,1,1,1,1,0,3,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,无额额额额额额额,139.0
146,75秒,1,3,1,1,3,6,1,2.0,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,3,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,嗯嗯嗯嗯嗯嗯嗯这种问卷太好了,75.0
147,69秒,2,2,3,1,5,5,1,,2,2,4,4,4,5,5,4,3,4,4,5,5,4,5,4,4,4,3,3,1,1,1,1,1,1,0,4,3,2,1,1,1,1,0,1,0,1,1,0,0,0,0,无,69.0
148,72秒,2,2,1,1,5,5,3,,4,3,2,3,5,2,1,3,1,4,5,4,4,4,5,4,4,5,3,3,1,0,0,1,0,0,0,4,2,2,1,1,1,1,0,1,1,1,1,1,1,1,0,杭州加油,72.0
149,63秒,2,2,3,2,5,5,1,,5,2,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,0,1,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,无,63.0
150,73秒,2,2,2,1,5,5,1,,4,2,3,2,4,3,2,1,3,3,5,5,5,5,5,5,5,5,4,3,0,1,1,0,1,1,0,5,4,1,0,1,0,0,0,1,0,1,1,0,0,1,0,无,73.0
151,105秒,2,2,3,2,5,5,2,,3,3,1,1,3,1,2,4,5,4,5,5,5,3,4,4,5,5,2,3,0,0,1,0,0,0,0,3,3,1,0,1,1,0,0,1,1,1,1,1,1,1,0,无,105.0
152,83秒,2,2,3,2,5,5,1,,3,2,3,2,2,2,2,2,1,1,3,4,3,3,3,3,3,3,4,4,1,0,0,1,0,0,0,3,3,2,1,1,1,1,0,1,1,1,1,1,1,1,0,无,83.0
153,140秒,2,5,3,5,7,1,3,,2,2,4,3,4,3,4,5,2,4,5,3,4,5,3,4,3,5,3,3,0,1,0,1,1,0,0,3,2,2,1,1,0,1,0,1,0,1,0,0,1,0,0,官方管控,140.0
154,134秒,2,2,3,2,5,5,2,,2,3,2,3,4,2,2,3,2,4,3,1,3,3,4,3,3,2,4,3,0,1,1,1,0,0,0,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,0,避免深夜影响市民休息,134.0
155,94秒,2,2,3,1,5,3,1,,2,2,5,3,5,1,3,1,1,1,3,3,3,3,3,3,3,3,3,3,0,1,0,0,1,0,0,3,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,建议加强交通与施工噪声管控，优化城市声环境规划，完善夜间噪声执法，同时强化环保宣传，提升公众降噪意识。,94.0
156,66秒,2,2,3,5,5,5,2,,3,4,4,4,5,4,5,5,3,1,4,4,4,4,4,4,4,4,4,4,0,1,1,1,1,0,0,4,4,2,1,1,1,1,0,0,0,0,1,0,0,0,0,无,66.0
157,121秒,2,2,3,1,5,4,3,,5,2,1,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,5,5,1,0,1,0,0,0,0,5,4,1,1,1,1,1,0,1,1,0,1,1,0,1,0,严格规定装修施工时间,121.0
158,99秒,2,2,3,2,5,4,3,,4,3,4,3,5,3,4,3,3,3,5,5,5,3,5,5,5,5,2,3,1,0,0,0,0,0,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,施工真的很吵,99.0
159,70秒,2,2,3,2,5,5,3,,2,3,3,2,4,2,4,2,3,2,3,3,3,3,2,2,2,2,2,2,1,0,0,1,0,0,1,1,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,无,70.0
160,118秒,2,2,3,1,5,4,2,,3,3,3,3,3,3,2,2,2,3,3,3,3,3,4,2,2,3,3,3,0,0,0,1,0,0,0,3,3,2,0,1,0,1,0,0,1,0,1,0,0,0,0,没有,118.0
161,86秒,2,2,3,2,5,5,2,,3,4,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,2,3,0,1,1,1,1,1,0,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,无,86.0
162,105秒,2,2,3,2,5,5,3,,3,2,1,3,2,1,1,1,1,2,3,3,4,4,5,2,1,2,5,5,1,0,0,0,0,0,0,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,无,105.0
163,111秒,2,2,3,2,5,5,2,,2,5,4,5,5,3,3,5,3,4,4,4,4,3,4,3,3,3,2,2,0,0,0,1,0,0,0,3,3,1,1,1,1,1,0,0,1,1,1,1,1,1,0,无,111.0
164,141秒,1,3,2,2,1,5,1,2.0,4,1,2,3,1,1,1,3,2,1,4,2,4,5,4,2,2,2,4,3,0,0,1,0,1,0,0,5,5,1,1,1,1,1,0,1,0,1,0,0,0,1,0,加强监督管理,141.0
165,228秒,1,4,2,3,4,4,1,1.0,2,4,4,1,1,1,1,4,3,4,5,4,5,4,5,5,5,5,1,2,0,1,0,0,1,1,0,2,1,2,1,0,1,1,0,0,0,1,0,1,0,1,0,罚钱,228.0
166,188秒,2,3,2,5,2,2,3,3.0,5,1,1,2,1,1,2,5,2,4,2,1,2,3,4,3,2,5,5,4,0,1,1,1,0,0,0,1,1,2,1,0,1,1,0,0,1,0,1,0,1,1,0,农村管管狗叫,188.0
167,288秒,1,1,2,1,5,3,1,,4,1,2,4,1,1,1,2,1,4,5,2,4,3,4,4,3,4,3,4,0,0,0,0,0,0,1,4,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,少打瓦,288.0
168,290秒,2,5,2,4,7,1,3,,4,3,1,2,2,1,2,4,3,3,1,1,4,3,5,4,4,3,4,3,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,1,1,1,1,0,0,0,0,好,290.0
169,169秒,1,4,2,5,7,2,2,,3,3,2,3,2,1,2,4,1,4,3,2,4,3,4,3,5,4,4,3,0,1,0,1,0,0,0,1,1,2,0,0,1,1,0,1,1,0,0,1,0,0,0,6,169.0
170,283秒,1,5,1,1,7,2,1,,2,2,5,3,4,5,3,2,2,4,4,5,4,2,4,4,4,5,2,3,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,加大地区管控,283.0
171,261秒,2,3,2,1,1,6,1,2.0,4,1,1,2,2,1,3,2,1,4,4,3,2,4,2,2,4,4,5,4,0,0,1,1,0,0,0,4,3,2,1,1,1,1,0,0,0,1,0,1,0,1,0,好,261.0
172,236秒,2,5,3,2,7,1,1,,4,2,2,3,3,4,3,5,2,3,5,3,4,3,3,2,4,3,3,5,1,1,1,0,0,0,0,2,1,2,0,0,0,1,0,0,1,0,0,1,1,0,0,无,236.0
173,96秒,1,3,1,1,6,5,2,1.0,3,2,4,2,4,3,3,4,2,1,4,4,3,4,4,4,4,4,2,3,0,1,0,1,1,0,0,3,4,1,0,0,1,1,0,0,1,0,1,0,1,0,0,无,96.0
174,89秒,1,3,1,2,6,5,2,2.0,2,4,4,5,5,2,4,5,3,3,4,4,4,4,4,4,4,4,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,无,89.0
175,118秒,1,5,2,3,7,1,3,,5,3,2,3,2,3,4,3,2,4,4,3,3,4,3,2,2,3,4,3,1,1,0,1,0,0,0,1,1,3,0,1,0,1,0,1,0,1,0,0,1,0,0,好,118.0
176,92秒,2,2,1,1,8,4,1,,3,1,2,2,1,4,1,2,3,4,4,2,3,3,2,3,4,3,4,4,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,6,92.0
177,91秒,2,1,3,2,5,1,1,,4,2,3,1,3,2,1,4,1,4,2,3,5,2,4,4,3,5,3,3,0,1,0,1,0,0,0,3,2,2,1,1,0,0,0,0,0,1,1,1,0,0,0,治理,91.0
178,138秒,1,1,2,1,8,2,2,,1,5,4,4,4,3,1,2,4,4,4,3,3,4,4,4,4,4,1,1,0,0,1,1,0,0,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,赶紧治理,138.0
179,235秒,1,3,1,1,6,5,1,3.0,2,3,2,2,2,2,2,2,2,4,4,2,3,2,5,4,2,4,3,3,0,0,1,0,0,0,0,4,2,2,1,0,1,0,0,1,0,1,0,0,1,0,0,监管不到位,235.0
180,76秒,1,5,1,2,5,5,1,,3,2,3,4,2,4,3,3,4,1,4,4,4,4,4,4,4,4,3,3,0,1,1,0,1,0,0,3,3,1,1,1,0,0,0,0,0,1,1,1,0,0,0,无,76.0
181,296秒,1,3,1,2,6,1,2,1.0,3,4,4,5,4,4,5,4,3,3,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,0,2,2,1,1,0,1,1,0,0,1,1,0,0,1,0,0,无,296.0
182,708秒,1,4,1,2,3,3,1,2.0,2,2,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,3,3,0,0,1,1,1,0,0,3,3,1,0,1,1,0,0,0,1,0,1,0,0,0,0,无,708.0
183,78秒,1,4,2,1,1,5,2,3.0,2,4,4,4,3,3,5,3,4,4,4,4,3,4,3,4,3,5,4,4,0,0,1,1,1,1,0,3,3,1,0,1,0,1,0,0,1,0,1,1,0,1,0,加强管理,78.0
184,95秒,1,1,2,1,5,2,2,,1,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4,3,1,1,0,1,1,1,0,0,0,3,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,控制噪音源,95.0
185,100秒,1,3,2,2,4,3,2,2.0,2,4,3,2,4,3,2,4,3,1,4,2,4,3,2,4,2,3,1,2,0,1,0,1,0,0,0,2,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,6,100.0
186,72秒,2,5,2,1,7,1,3,,2,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,2,2,0,1,1,0,0,0,0,1,1,2,1,0,1,0,0,1,1,0,0,0,1,0,0,政府多管管,72.0
187,131秒,1,1,2,1,5,1,1,,4,2,4,3,4,3,3,3,2,4,4,2,3,3,4,2,3,2,4,3,0,0,1,0,0,0,0,2,2,2,1,1,0,0,0,0,1,1,0,1,0,0,0,好,131.0
188,81秒,2,1,2,1,5,1,3,,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,5,4,4,2,2,0,1,1,1,1,0,0,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,0,加油,81.0
189,92秒,2,3,2,2,4,3,2,2.0,2,4,4,3,4,3,4,3,4,4,4,3,4,4,4,5,4,3,2,2,0,1,0,0,1,0,0,4,1,2,1,1,1,1,0,1,0,1,1,0,1,0,0,罚款,92.0
190,130秒,2,4,2,3,7,2,3,,2,4,4,3,4,3,4,4,3,1,4,4,3,4,4,4,3,4,2,2,0,1,0,1,1,0,0,4,2,1,1,0,1,1,0,0,1,0,1,0,0,1,0,惩罚,130.0
191,75秒,1,4,3,4,1,5,3,2.0,2,4,4,3,4,4,3,4,4,4,5,3,4,4,4,4,4,3,1,2,0,1,0,1,1,0,0,4,2,1,1,0,1,1,0,0,1,0,1,0,1,0,0,6,75.0
192,73秒,2,5,2,1,7,2,3,,2,3,4,2,4,2,3,3,3,4,3,3,4,3,4,4,4,4,3,2,0,0,1,1,0,0,0,3,1,2,1,0,1,1,0,0,1,0,1,0,0,1,0,6,73.0
193,68秒,1,3,2,2,3,3,2,3.0,1,5,5,5,3,3,3,3,4,4,4,3,4,3,4,3,3,4,2,2,0,1,0,1,0,0,0,3,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,加强监管,68.0
194,62秒,2,3,2,4,2,1,2,3.0,2,4,4,4,3,5,4,4,4,4,4,2,4,4,4,4,4,5,2,2,0,1,0,1,0,0,0,3,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,政府,62.0
195,52秒,2,1,2,1,5,2,2,,2,4,4,3,4,2,5,4,4,3,3,3,3,3,4,4,4,4,2,2,0,1,1,1,1,0,0,4,2,2,1,1,0,1,0,0,1,1,0,0,1,0,0,5,52.0
196,55秒,2,2,2,3,5,2,2,,2,4,4,3,4,3,4,3,3,4,5,4,4,3,4,4,4,4,1,2,0,1,0,1,0,0,0,4,2,2,0,1,1,1,0,1,0,0,1,0,0,1,0,落地政策,55.0
197,58秒,1,3,2,2,2,3,2,3.0,2,4,4,2,2,4,3,4,3,4,3,2,4,2,4,4,4,4,3,3,0,0,1,1,0,0,0,2,2,2,1,1,1,1,0,0,1,0,1,0,1,0,0,管,58.0
198,62秒,2,2,2,5,4,2,3,3.0,2,3,5,3,3,3,3,4,4,4,4,4,5,4,5,4,4,4,2,2,0,1,0,1,1,0,0,2,2,1,0,1,0,1,0,1,0,0,1,1,1,1,1,管管,62.0
199,59秒,1,4,1,1,6,4,1,2.0,4,2,3,3,3,3,1,3,2,3,4,2,4,2,4,4,3,3,3,3,0,1,1,1,0,1,0,3,3,1,1,1,1,0,0,0,1,0,1,1,0,0,0,6,59.0
201,51秒,2,3,2,1,1,6,1,2.0,3,3,4,3,4,3,2,2,2,4,4,4,3,3,3,3,3,4,4,4,0,1,1,0,1,0,0,5,5,1,1,1,0,1,0,0,1,0,0,1,0,1,0,5,51.0
202,60秒,2,3,2,2,4,2,2,1.0,2,4,4,3,3,5,4,3,4,4,3,2,4,3,4,4,4,4,2,2,0,1,0,0,1,0,0,1,1,2,1,1,1,1,0,1,0,0,1,1,0,0,0,6,60.0
203,54秒,1,3,1,2,4,3,2,1.0,2,4,5,2,3,5,3,3,4,4,3,3,4,4,5,5,4,3,3,2,0,1,0,1,1,0,0,2,2,2,1,1,1,0,0,1,0,0,1,0,0,0,0,5,54.0
207,125秒,1,3,2,5,2,1,3,3.0,3,4,4,3,3,4,2,4,2,3,4,3,4,3,3,3,3,3,3,3,0,1,0,1,0,0,0,2,2,2,1,1,1,1,0,0,1,0,1,0,0,0,0,6,125.0
209,69秒,2,5,3,4,6,6,2,2.0,4,3,5,5,1,5,2,4,5,3,2,5,1,5,1,2,2,4,2,4,0,1,0,1,1,0,0,1,4,2,1,1,0,1,0,0,1,0,0,1,0,0,0,可以将墙改造成隔音墙,69.0
210,52秒,2,4,2,1,3,1,3,3.0,5,4,2,2,2,2,2,2,1,1,1,1,1,1,1,3,1,3,5,4,1,0,1,1,0,0,0,2,4,1,1,1,1,1,0,1,0,1,0,0,0,1,0,优化城市布局,52.0
211,53秒,2,5,2,3,8,3,1,,2,3,5,5,2,4,2,4,2,4,2,4,2,4,1,5,1,4,2,4,0,1,0,1,1,0,0,2,4,3,0,1,1,1,0,1,0,0,0,1,0,0,0,加大监管力度,53.0
213,57秒,1,3,2,1,8,1,2,,5,1,2,4,1,4,1,4,3,4,1,4,1,4,2,4,1,4,3,2,1,0,1,0,1,0,0,1,5,2,0,1,0,1,0,0,1,0,0,1,0,0,0,小区可以多放隔音材料,57.0
214,179秒,1,5,2,1,7,2,1,,2,2,4,1,5,2,2,4,3,3,4,3,2,1,3,1,1,3,4,2,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,加大监管,179.0
218,122秒,1,2,2,1,3,1,2,2.0,2,3,4,4,4,4,4,4,3,2,4,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,无,122.0
219,86秒,2,3,1,2,3,3,2,2.0,2,3,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,3,3,2,0,0,1,0,0,1,1,1,1,1,1,1,0,无,86.0
220,124秒,1,4,2,2,2,1,2,1.0,4,3,4,2,4,1,4,1,2,2,2,4,2,4,2,5,1,5,2,5,1,0,1,1,1,0,0,2,4,4,1,1,0,1,0,1,1,0,1,0,1,0,0,无,124.0
221,443秒,1,3,2,2,2,2,2,2.0,2,4,3,3,3,3,3,3,2,4,4,3,4,3,4,3,4,3,2,2,1,0,1,0,0,0,0,1,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,6,443.0
222,270秒,2,5,2,5,5,3,2,,3,3,3,4,2,4,2,4,4,2,2,3,3,3,4,3,3,4,4,4,0,0,0,0,1,0,0,3,3,3,1,0,1,0,0,0,0,1,0,0,0,1,0,无,270.0
223,294秒,2,2,2,1,1,4,2,1.0,5,3,2,4,3,2,4,3,2,1,4,4,2,5,2,4,2,4,2,4,0,1,0,1,0,0,0,2,4,3,0,1,0,1,0,1,0,0,0,0,1,0,0,完善投诉机制,294.0
224,127秒,2,4,1,4,6,1,1,1.0,3,4,4,2,4,2,4,1,4,2,2,5,2,4,2,5,2,5,2,4,0,1,0,0,1,0,0,2,4,4,1,1,1,1,0,1,0,1,0,0,1,0,0,加强宣传,127.0
225,324秒,2,1,3,2,5,5,2,,2,2,4,3,5,1,4,3,2,3,4,2,5,3,4,5,3,3,4,3,0,0,1,1,0,0,0,5,3,1,0,1,0,1,0,0,1,0,1,1,1,0,0,规范企业,324.0
226,130秒,2,3,2,2,4,1,2,1.0,2,4,4,3,4,3,4,4,4,4,4,3,4,3,3,4,4,4,3,3,0,0,1,0,1,0,0,2,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,6,130.0
228,130秒,2,3,2,2,3,3,2,3.0,3,5,3,3,4,2,4,3,3,2,2,4,2,4,2,4,2,4,1,5,0,1,0,1,0,0,0,2,4,2,0,1,1,0,0,0,1,0,0,0,1,0,0,家长给孩子多科普,130.0
229,83秒,1,3,1,3,3,2,3,3.0,2,4,4,3,4,4,3,3,4,4,4,3,4,3,4,4,3,4,2,2,0,1,0,1,0,0,0,2,2,2,0,1,1,0,0,0,1,0,1,0,0,0,0,6,83.0
231,83秒,2,5,3,5,8,5,2,,4,3,4,2,4,4,2,4,4,3,4,2,4,3,4,3,4,3,2,4,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,物业整改,83.0
232,66秒,2,1,3,2,8,2,3,,1,5,5,5,5,5,5,5,2,4,3,3,3,4,2,4,2,3,1,1,0,1,1,1,1,0,0,2,2,2,1,1,0,0,0,0,1,0,1,0,0,1,0,，6,66.0
233,129秒,1,5,2,2,2,1,3,1.0,1,1,5,5,5,5,5,5,1,4,5,1,1,1,5,1,5,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,合理规划工期,129.0
234,116秒,1,4,2,2,2,2,2,3.0,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,3,116.0
235,164秒,1,1,1,1,1,6,3,3.0,5,5,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,4,1,1,0,1,0,1,0,1,2,1,1,0,0,1,0,1,0,0,1,0,0,1,0,高架桥可以远离住宅区,164.0
236,51秒,2,4,1,3,4,2,3,1.0,2,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,0,1,0,1,0,0,0,2,2,2,0,1,0,1,0,0,1,0,1,1,0,0,0,6,51.0
237,75秒,1,1,1,1,5,5,3,,1,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,5,1,0,0,0,0,1,0,1,5,5,1,0,0,1,0,1,0,1,0,0,0,1,0,加大噪音治理,75.0
238,98秒,2,2,1,2,2,3,2,1.0,3,3,2,4,1,4,1,5,1,3,1,5,2,1,4,1,5,1,2,4,0,0,0,0,1,0,0,2,4,1,1,0,0,1,0,1,0,0,1,0,0,1,0,入户门加装密封条，堵住门缝漏音,98.0
239,53秒,1,5,1,1,7,6,1,,5,1,3,2,2,1,1,2,1,4,3,3,3,3,3,3,3,3,4,4,0,0,0,0,0,0,1,4,4,2,1,1,1,1,0,1,1,0,1,0,0,0,0,很好,53.0
240,73秒,2,3,3,2,3,6,1,2.0,2,3,5,2,1,5,1,5,4,4,2,4,1,4,1,4,2,4,1,5,0,0,0,1,1,0,0,2,4,3,0,0,1,0,0,0,1,0,0,1,0,0,0,卧室门换实木复合门，减少空心门传音,73.0
